Código;Capítulo;Subcapítulo;Residuo
12 01 21;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;12 01 21 | Muelas y materiales de esmerilado usados distintos de los especificados en el código 12 01 20
12 01 99;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;12 01 99 | Residuos no especificados en otra categoría
15 01 01;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 01 | Envases de papel y cartón
15 01 02;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 02 | Envases de plástico
15 01 03;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 03 | Envases de madera
15 01 04;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 04 | Envases metálicos
15 01 05;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 05 | Envases compuestos
15 01 06;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 06 | Envases mezclados
15 01 07;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 07 | Envases de vidrio
15 01 09;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 09 | Envases textiles
15 02 03;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";02 | Absorbentes, materiales de filtración, trapos de limpieza y ropas protectoras;15 02 03 | Absorbentes, materiales de filtración, trapos de limpieza y ropas protectoras distintos de los especificados en el código 15 02 02
16 01 03;16 | Residuos no especificados en otro capítulo de la lista;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);16 01 03 | Neumáticos fuera de uso
16 01 06;16 | Residuos no especificados en otro capítulo de la lista;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);16 01 06 | Vehículos al final de su vida útil que no contengan líquidos ni otros componentes peligrosos
16 01 12;16 | Residuos no especificados en otro capítulo de la lista;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);16 01 12 | Zapatas de freno distintas de las especificadas en el código 16 01 11
16 01 15;16 | Residuos no especificados en otro capítulo de la lista;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);16 01 15 | Anticongelantes distintos de los especificados en el código 16 01 14
16 01 16;16 | Residuos no especificados en otro capítulo de la lista;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);16 01 16 | Depósitos para gases licuados
16 01 17;16 | Residuos no especificados en otro capítulo de la lista;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);16 01 17 | Metales ferrosos
16 01 18;16 | Residuos no especificados en otro capítulo de la lista;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);16 01 18 | Metales no ferrosos
16 01 19;16 | Residuos no especificados en otro capítulo de la lista;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);16 01 19 | Plástico
16 01 20;16 | Residuos no especificados en otro capítulo de la lista;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);16 01 20 | Vidrio
16 01 22;16 | Residuos no especificados en otro capítulo de la lista;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);16 01 22 | Componentes no especificados en otra categoría
16 01 99;16 | Residuos no especificados en otro capítulo de la lista;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);16 01 99 | Residuos no especificados de otra forma
16 02 14;16 | Residuos no especificados en otro capítulo de la lista;02 | Residuos de equipos eléctricos y electrónicos;16 02 14 | Equipos desechados distintos de los especificados en los códigos 16 02 09 a 16 02 13
16 02 16;16 | Residuos no especificados en otro capítulo de la lista;02 | Residuos de equipos eléctricos y electrónicos;16 02 16 | Componentes retirados de equipos desechados distintos de los especificados en el código 16 02 15
16 03 04;16 | Residuos no especificados en otro capítulo de la lista;03 | Lotes de productos fuera de especificación y productos no utilizados;16 03 04 | Residuos inorgánicos distintos de los especificados en el código 16 03 03
16 03 06;16 | Residuos no especificados en otro capítulo de la lista;03 | Lotes de productos fuera de especificación y productos no utilizados;16 03 06 | Residuos orgánicos distintos de los especificados en el código 16 03 05
16 05 05;16 | Residuos no especificados en otro capítulo de la lista;05 | Gases en recipientes a presión y productos químicos desechados;16 05 05 | Gases en recipientes a presión, distintos de los especificados en el código 16 05 04
16 05 09;16 | Residuos no especificados en otro capítulo de la lista;05 | Gases en recipientes a presión y productos químicos desechados;16 05 09 | Productos químicos desechados distintos de los especificados en los códigos 16 05 06, 16 05 07 o 16 05 08
16 06 04;16 | Residuos no especificados en otro capítulo de la lista;06 | Pilas y acumuladores;16 06 04 | Pilas alcalinas (excepto 16 06 03)
16 06 05;16 | Residuos no especificados en otro capítulo de la lista;06 | Pilas y acumuladores;16 06 05 | Otras pilas y acumuladores
16 07 99;16 | Residuos no especificados en otro capítulo de la lista;07 | Residuos de la limpieza de cisternas de transporte y almacenamiento y de la limpieza de cubas (excepto los de los capítulos 05 y 13);16 07 99 | Residuos no especificados en otra categoría
16 08 01;16 | Residuos no especificados en otro capítulo de la lista;08 | Catalizadores usados;16 08 01 | Catalizadores usados que contienen oro, plata, renio, rodio, paladio, iridio o platino (excepto el código 16 08 07)
16 08 03;16 | Residuos no especificados en otro capítulo de la lista;08 | Catalizadores usados;16 08 03 | Catalizadores usados que contienen metales de transición o compuestos de metales de transición no especificados de otra forma
16 08 04;16 | Residuos no especificados en otro capítulo de la lista;08 | Catalizadores usados;16 08 04 | Catalizadores usados procedentes del craqueo catalítico en lecho fluido (excepto los del código 16 08 07)
16 10 02;16 | Residuos no especificados en otro capítulo de la lista;10 | Residuos líquidos acuosos destinados a plantas de tratamiento externas;16 10 02 | Residuos líquidos acuosos distintos de los especificados en el código 16 10 01
16 10 04;16 | Residuos no especificados en otro capítulo de la lista;10 | Residuos líquidos acuosos destinados a plantas de tratamiento externas;16 10 04 | Concentrados acuosos distintos de los especificados en el código 16 10 03
16 11 02;16 | Residuos no especificados en otro capítulo de la lista;11 | Residuos de revestimientos de hornos y refractarios;16 11 02 | Revestimientos y refractarios a base de carbono, procedentes de procesos metalúrgicos distintos de los especificados en el código 16 11 01
16 11 04;16 | Residuos no especificados en otro capítulo de la lista;11 | Residuos de revestimientos de hornos y refractarios;16 11 04 | Otros revestimientos y refractarios procedentes de procesos metalúrgicos, distintos de los especificados en el código 16 11 03
16 11 06;16 | Residuos no especificados en otro capítulo de la lista;11 | Residuos de revestimientos de hornos y refractarios;16 11 06 | Revestimientos y refractarios procedentes de procesos no metalúrgicos, distintos de los especificados en el código 16 11 05
16 12 01;16 | Residuos no especificados en otro capítulo de la lista;12 | Residuos de limpieza de playas, borde costero y sumideros;16 12 01 | Mezcla de residuos asimilables a domiciliarios
16 12 02;16 | Residuos no especificados en otro capítulo de la lista;12 | Residuos de limpieza de playas, borde costero y sumideros;16 12 02 | Mezcla de residuos provenientes de actividades de la acuicultura
16 12 03;16 | Residuos no especificados en otro capítulo de la lista;12 | Residuos de limpieza de playas, borde costero y sumideros;16 12 03 | Mezcla de residuos provenientes de actividades de pesca
17 01 01;17 | Residuos de la construcción y demolición;01 | Hormigón, ladrillos, tejas y materiales cerámicos;17 01 01 | Hormigón
17 01 02;17 | Residuos de la construcción y demolición;01 | Hormigón, ladrillos, tejas y materiales cerámicos;17 01 02 | Ladrillos
17 01 03;17 | Residuos de la construcción y demolición;01 | Hormigón, ladrillos, tejas y materiales cerámicos;17 01 03 | Tejas y materiales cerámicos
17 01 07;17 | Residuos de la construcción y demolición;01 | Hormigón, ladrillos, tejas y materiales cerámicos;17 01 07 | Mezclas de hormigón, ladrillos, tejas y materiales cerámicos, distintas de las especificadas en el código 17 01 06
17 02 01;17 | Residuos de la construcción y demolición;02 | Madera, vidrio y plástico;17 02 01 | Madera libre de impregnación o pinturas
17 02 02;17 | Residuos de la construcción y demolición;02 | Madera, vidrio y plástico;17 02 02 | Vidrio
17 02 03;17 | Residuos de la construcción y demolición;02 | Madera, vidrio y plástico;17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10
17 02 05;17 | Residuos de la construcción y demolición;02 | Madera, vidrio y plástico;17 02 05 | Vidrios espejos o multicapas
17 02 06;17 | Residuos de la construcción y demolición;02 | Madera, vidrio y plástico;17 02 06 | Madera impregnada o pintada (no contiene sustancias peligrosas)
17 02 07;17 | Residuos de la construcción y demolición;02 | Madera, vidrio y plástico;17 02 07 | Plástico PVC (policloruro de vinilo)
17 02 08;17 | Residuos de la construcción y demolición;02 | Madera, vidrio y plástico;17 02 08 | Plástico CPVC (policloruro de vinilo clorado)
17 02 09;17 | Residuos de la construcción y demolición;02 | Madera, vidrio y plástico;17 02 09 | Plástico PPR (polipropileno R)
17 02 10;17 | Residuos de la construcción y demolición;02 | Madera, vidrio y plástico;17 02 10 | Plástico HDPE (polietileno de alta densidad)
17 03 02;17 | Residuos de la construcción y demolición;03 | Mezclas bituminosas, alquitrán de hulla y otros productos alquitranados;17 03 02 | Mezclas bituminosas distintas de las especificadas en el código 17 03 01
17 04 01;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 01 | Cobre, bronce, latón
17 04 02;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 02 | Aluminio
17 04 03;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 03 | Plomo
17 04 04;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 04 | Zinc
17 04 05;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 05 | Hierro y acero no galvanizados
17 04 06;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 06 | Estaño
17 04 07;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 07 | Metales mezclados
17 04 11;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 11 | Cables distintos de los especificados en el código 17 04 10
17 04 12;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 12 | Hierro y acero galvanizados
17 05 04;17 | Residuos de la construcción y demolición;05 | Tierra (excluida la excavada de zonas contaminadas), piedras y lodos de drenaje;17 05 04 | Tierra y piedras distintas de las especificadas en el código 17 05 03
17 05 06;17 | Residuos de la construcción y demolición;05 | Tierra (excluida la excavada de zonas contaminadas), piedras y lodos de drenaje;17 05 06 | Lodos de drenaje distintos de los especificados en el código 17 05 05
17 05 08;17 | Residuos de la construcción y demolición;05 | Tierra (excluida la excavada de zonas contaminadas), piedras y lodos de drenaje;17 05 08 | Balasto de vías férreas distinto del especificado en el código 17 05 07
17 06 04;17 | Residuos de la construcción y demolición;06 | Materiales de aislamiento y materiales de construcción que no contienen amianto (asbesto);17 06 04 | Materiales de aislamiento distintos de los especificados en los códigos 17 06 01 y 17 06 03
17 08 02;17 | Residuos de la construcción y demolición;08 | Materiales de construcción a base de yeso;17 08 02 | Materiales de construcción a base de yeso distintos de los especificados en el código 17 08 01
17 09 04;17 | Residuos de la construcción y demolición;09 | Otros residuos de construcción y demolición;17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03
18 01 01;18 | Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios);01 | Residuos de maternidades, del diagnóstico, tratamiento o prevención de enfermedades humanas;18 01 01 | Objetos cortantes y punzantes (excepto el código 18 01 03)
18 01 02;18 | Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios);01 | Residuos de maternidades, del diagnóstico, tratamiento o prevención de enfermedades humanas;18 01 02 | Restos anatómicos y órganos, incluidos bolsas y bancos de sangre (excepto el código 18 01 03)
18 01 04;18 | Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios);01 | Residuos de maternidades, del diagnóstico, tratamiento o prevención de enfermedades humanas;18 01 04 | Residuos cuya recogida y eliminación no es objeto de requisitos especiales para prevenir infecciones (por ejemplo, vendajes, vaciados de yeso, ropa blanca, ropa desechable, pañales)
18 01 07;18 | Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios);01 | Residuos de maternidades, del diagnóstico, tratamiento o prevención de enfermedades humanas;18 01 07 | Productos químicos distintos de los especificados en el código 18 01 06
18 01 09;18 | Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios);01 | Residuos de maternidades, del diagnóstico, tratamiento o prevención de enfermedades humanas;18 01 09 | Medicamentos distintos de los especificados en el código 18 01 08
18 02 01;18 | Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios);02 | Residuos de la investigación, diagnóstico, tratamiento o prevención de enfermedades de animales;18 02 01 | Objetos cortantes y punzantes (excepto el código 18 02 02)
18 02 03;18 | Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios);02 | Residuos de la investigación, diagnóstico, tratamiento o prevención de enfermedades de animales;18 02 03 | Residuos cuya recogida y eliminación no es objeto de requisitos especiales para prevenir infecciones
18 02 06;18 | Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios);02 | Residuos de la investigación, diagnóstico, tratamiento o prevención de enfermedades de animales;18 02 06 | Productos químicos distintos de los especificados en el código 18 02 05
18 02 08;18 | Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios);02 | Residuos de la investigación, diagnóstico, tratamiento o prevención de enfermedades de animales;18 02 08 | Medicamentos distintos de los especificados en el código 18 02 07
19 01 02;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;01 | Residuos de la incineración o pirólisis de residuos;19 01 02 | Materiales férreos separados de la ceniza de fondo de horno
19 01 12;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;01 | Residuos de la incineración o pirólisis de residuos;19 01 12 | Cenizas de fondo de horno y escorias distintas de las especificadas en el código 19 01 11
19 01 14;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;01 | Residuos de la incineración o pirólisis de residuos;19 01 14 | Cenizas volantes distintas de las especificadas en el código 19 01 13
19 01 16;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;01 | Residuos de la incineración o pirólisis de residuos;19 01 16 | Polvo de caldera distinto del especificado en el código 19 01 15
19 01 18;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;01 | Residuos de la incineración o pirólisis de residuos;19 01 18 | Residuos de pirólisis distintos de los especificados en el código 19 01 17
19 01 19;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;01 | Residuos de la incineración o pirólisis de residuos;19 01 19 | Arenas de lechos fluidizados
19 01 99;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;01 | Residuos de la incineración o pirólisis de residuos;19 01 99 | Residuos no especificados en otra categoría
19 02 03;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;02 | Residuos de tratamientos físicoquímicos de residuos (incluidas la descromatación, descianuración y neutralización);19 02 03 | Residuos mezclados previamente, compuestos exclusivamente por residuos no peligrosos
19 02 06;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;02 | Residuos de tratamientos físicoquímicos de residuos (incluidas la descromatación, descianuración y neutralización);19 02 06 | Lodos de tratamientos físicoquímicos, distintos de los especificados en el código 19 02 05
19 02 10;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;02 | Residuos de tratamientos físicoquímicos de residuos (incluidas la descromatación, descianuración y neutralización);19 02 10 | Residuos combustibles distintos de los especificados en los códigos 19 02 08 y 19 02 09
19 02 99;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;02 | Residuos de tratamientos físicoquímicos de residuos (incluidas la descromatación, descianuración y neutralización);19 02 99 | Residuos no especificados en otra categoría
19 03 05;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;03 | Residuos estabilizados/solidificados [5];19 03 05 | Residuos estabilizados distintos de los especificados en el código 19 03 04
19 03 07;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;03 | Residuos estabilizados/solidificados [5];19 03 07 | Residuos solidificados distintos de los especificados en el código 19 03 06
19 04 01;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;04 | Residuos vitrificados y residuos de la vitrificación;19 04 01 | Residuos vitrificados
19 04 04;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;04 | Residuos vitrificados y residuos de la vitrificación;19 04 04 | Residuos líquidos acuosos del templado de residuos vitrificados
19 05 01;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;05 | Residuos del tratamiento aeróbico de residuos sólidos;19 05 01 | Fracción no compostada de residuos municipales y asimilados
19 05 02;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;05 | Residuos del tratamiento aeróbico de residuos sólidos;19 05 02 | Fracción no compostada de residuos de procedencia animal o vegetal
19 05 03;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;05 | Residuos del tratamiento aeróbico de residuos sólidos;19 05 03 | Compost fuera de especificación
19 05 99;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;05 | Residuos del tratamiento aeróbico de residuos sólidos;19 05 99 | Residuos no especificados en otra categoría
19 06 03;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;06 | Residuos del tratamiento anaeróbico de residuos;19 06 03 | Licores del tratamiento anaeróbico de residuos municipales
19 06 04;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;06 | Residuos del tratamiento anaeróbico de residuos;19 06 04 | Lodos de digestión del tratamiento anaeróbico de residuos municipales
19 06 05;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;06 | Residuos del tratamiento anaeróbico de residuos;19 06 05 | Licores del tratamiento anaeróbico de residuos animales y vegetales
19 06 06;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;06 | Residuos del tratamiento anaeróbico de residuos;19 06 06 | Lodos de digestión del tratamiento anaeróbico de residuos animales y vegetales
19 06 99;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;06 | Residuos del tratamiento anaeróbico de residuos;19 06 99 | Residuos no especificados en otra categoría
19 07 03;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;07 | Lixiviados de vertedero;19 07 03 | Lixiviados de vertedero distintos de los especificados en el código 19 07 02
19 08 01;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;19 08 01 | Residuos de cribado
19 08 02;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;19 08 02 | Residuos de desarenado
19 08 05;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;19 08 05 | Lodos del tratamiento de aguas residuales urbanas
19 08 09;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;19 08 09 | Mezclas de grasas y aceites procedentes de la separación de agua/sustancias aceitosas que contienen sólo aceites y grasa
19 08 12;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;19 08 12 | Lodos procedentes del tratamiento biológico de aguas residuales industriales distintos de los especificados en el código 19 08 11
19 08 14;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;19 08 14 | Lodos procedentes de otros tratamientos de aguas residuales industriales, distintos de los especificados en el código 19 08 13
19 08 99;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;19 08 99 | Residuos no especificados en otra categoría
19 09 01;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;09 | Residuos de la preparación de agua para consumo humano o agua para uso industrial;19 09 01 | Residuos sólidos de la filtración primaria y cribado
19 09 02;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;09 | Residuos de la preparación de agua para consumo humano o agua para uso industrial;19 09 02 | Lodos de la clarificación del agua
19 09 03;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;09 | Residuos de la preparación de agua para consumo humano o agua para uso industrial;19 09 03 | Lodos de descarbonatación
19 09 04;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;09 | Residuos de la preparación de agua para consumo humano o agua para uso industrial;19 09 04 | Carbón activo usado
19 09 05;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;09 | Residuos de la preparación de agua para consumo humano o agua para uso industrial;19 09 05 | Resinas intercambiadoras de iones saturadas o usadas
19 09 06;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;09 | Residuos de la preparación de agua para consumo humano o agua para uso industrial;19 09 06 | Soluciones y lodos de la regeneración de intercambiadores de iones
19 09 99;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;09 | Residuos de la preparación de agua para consumo humano o agua para uso industrial;19 09 99 | Residuos no especificados en otra categoría
19 10 01;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;10 | Residuos procedentes del fragmentado de residuos que contienen metales;19 10 01 | Residuos de hierro y acero
